date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
15:24:03	16101/16101	---M-Z	200	added ('OK')	text/css	etag:%223ee5-66433981-d0caeba156e22c96;gz%22	https://wordpress.revanoid.com/wp-content/themes/astra/assets/css/minified/compatibility/woocommerce/woocommerce-layout-grid.min.css?ver=4.6.14	C:/Users/HP/Downloads/test/wordpress.revanoid.com/wp-content/themes/astra/assets/css/minified/compatibility/woocommerce/woocommerce-layout-grid.min33c5.css	(from https://wordpress.revanoid.com/)
15:24:03	2216/2216	---M-Z	200	added ('OK')	application/rss+xml	etag:%222a91f6f9824aa40688e989af13d29a9d%22	https://wordpress.revanoid.com/comments/feed/	C:/Users/HP/Downloads/test/wordpress.revanoid.com/comments/feed/index.html	(from https://wordpress.revanoid.com/)
15:24:03	6005/6005	---M-Z	200	added ('OK')	text/css	etag:%221775-66433981-c6094046b4d92560;gz%22	https://wordpress.revanoid.com/wp-content/themes/astra/assets/css/minified/compatibility/woocommerce/woocommerce-smallscreen-grid.min.css?ver=4.6.14	C:/Users/HP/Downloads/test/wordpress.revanoid.com/wp-content/themes/astra/assets/css/minified/compatibility/woocommerce/woocommerce-smallscreen-grid.min33c5.css	(from https://wordpress.revanoid.com/)
15:24:04	117489/117489	---M-Z	200	added ('OK')	text/css	etag:%221caf1-66433981-5f7b75647b5f9a0b;gz%22	https://wordpress.revanoid.com/wp-content/themes/astra/assets/css/minified/compatibility/woocommerce/woocommerce-grid.min.css?ver=4.6.14	C:/Users/HP/Downloads/test/wordpress.revanoid.com/wp-content/themes/astra/assets/css/minified/compatibility/woocommerce/woocommerce-grid.min33c5.css	(from https://wordpress.revanoid.com/)
15:24:04	8724/8724	---M-Z	200	added ('OK')	text/css	etag:%222214-664af913-757799af1d89f376;gz%22	https://wordpress.revanoid.com/wp-content/plugins/addons-for-visual-composer/includes/addons/accordion/css/style.css?ver=3.8.3	C:/Users/HP/Downloads/test/wordpress.revanoid.com/wp-content/plugins/addons-for-visual-composer/includes/addons/accordion/css/stylecd70.css	(from https://wordpress.revanoid.com/)
15:24:04	1809/1809	---M-Z	200	added ('OK')	text/css	etag:%22711-664af913-b7cd26e4738f8836;gz%22	https://wordpress.revanoid.com/wp-content/plugins/addons-for-visual-composer/assets/css/slick.css?ver=3.8.3	C:/Users/HP/Downloads/test/wordpress.revanoid.com/wp-content/plugins/addons-for-visual-composer/assets/css/slickcd70.css	(from https://wordpress.revanoid.com/)
15:24:04	551/551	---M-Z	200	added ('OK')	text/css	etag:%22227-664af913-572cae77c03b5128;gz%22	https://wordpress.revanoid.com/wp-content/plugins/addons-for-visual-composer/includes/addons/carousel/css/style.css?ver=3.8.3	C:/Users/HP/Downloads/test/wordpress.revanoid.com/wp-content/plugins/addons-for-visual-composer/includes/addons/carousel/css/stylecd70.css	(from https://wordpress.revanoid.com/)
15:24:05	5786/5786	---M-Z	200	added ('OK')	text/css	etag:%22169a-664af913-b526f82653c231d0;gz%22	https://wordpress.revanoid.com/wp-content/plugins/addons-for-visual-composer/includes/addons/clients/css/style.css?ver=3.8.3	C:/Users/HP/Downloads/test/wordpress.revanoid.com/wp-content/plugins/addons-for-visual-composer/includes/addons/clients/css/stylecd70.css	(from https://wordpress.revanoid.com/)
15:24:05	3020/3020	---M-Z	200	added ('OK')	text/css	etag:%22bcc-664af913-56e9435358846128;gz%22	https://wordpress.revanoid.com/wp-content/plugins/addons-for-visual-composer/includes/addons/heading/css/style.css?ver=3.8.3	C:/Users/HP/Downloads/test/wordpress.revanoid.com/wp-content/plugins/addons-for-visual-composer/includes/addons/heading/css/stylecd70.css	(from https://wordpress.revanoid.com/)
15:24:05	5404/5404	---M-Z	200	added ('OK')	text/css	etag:%22151c-664af913-9c23ed91a998ad77;gz%22	https://wordpress.revanoid.com/wp-content/plugins/addons-for-visual-composer/includes/addons/odometers/css/style.css?ver=3.8.3	C:/Users/HP/Downloads/test/wordpress.revanoid.com/wp-content/plugins/addons-for-visual-composer/includes/addons/odometers/css/stylecd70.css	(from https://wordpress.revanoid.com/)
15:24:05	1278/1278	---M-Z	200	added ('OK')	text/css	etag:%224fe-664af913-c510d11c1fc0d6cb;gz%22	https://wordpress.revanoid.com/wp-content/plugins/addons-for-visual-composer/includes/addons/piecharts/css/style.css?ver=3.8.3	C:/Users/HP/Downloads/test/wordpress.revanoid.com/wp-content/plugins/addons-for-visual-composer/includes/addons/piecharts/css/stylecd70.css	(from https://wordpress.revanoid.com/)
15:24:05	8426/8426	---M-Z	200	added ('OK')	text/css	etag:%2220ea-664af913-4a25fc6db5161053;gz%22	https://wordpress.revanoid.com/wp-content/plugins/addons-for-visual-composer/includes/addons/posts-carousel/css/style.css?ver=3.8.3	C:/Users/HP/Downloads/test/wordpress.revanoid.com/wp-content/plugins/addons-for-visual-composer/includes/addons/posts-carousel/css/stylecd70.css	(from https://wordpress.revanoid.com/)
15:24:06	4785/4785	---M-Z	200	added ('OK')	text/css	etag:%2212b1-664af913-5f7a879e01a60669;gz%22	https://wordpress.revanoid.com/wp-content/plugins/addons-for-visual-composer/includes/addons/pricing-table/css/style.css?ver=3.8.3	C:/Users/HP/Downloads/test/wordpress.revanoid.com/wp-content/plugins/addons-for-visual-composer/includes/addons/pricing-table/css/stylecd70.css	(from https://wordpress.revanoid.com/)
15:24:06	6649/6649	---M-Z	200	added ('OK')	text/css	etag:%2219f9-664af913-7e0de7fc72e134c1;gz%22	https://wordpress.revanoid.com/wp-content/plugins/addons-for-visual-composer/includes/addons/services/css/style.css?ver=3.8.3	C:/Users/HP/Downloads/test/wordpress.revanoid.com/wp-content/plugins/addons-for-visual-composer/includes/addons/services/css/stylecd70.css	(from https://wordpress.revanoid.com/)
15:24:06	1171/1171	---M-Z	200	added ('OK')	text/css	etag:%22493-664af913-f6fa079a80f8001e;gz%22	https://wordpress.revanoid.com/wp-content/plugins/addons-for-visual-composer/includes/addons/stats-bar/css/style.css?ver=3.8.3	C:/Users/HP/Downloads/test/wordpress.revanoid.com/wp-content/plugins/addons-for-visual-composer/includes/addons/stats-bar/css/stylecd70.css	(from https://wordpress.revanoid.com/)
15:24:06	27993/27993	---M-Z	200	added ('OK')	text/css	etag:%226d59-664af913-978216e43dee2bd2;gz%22	https://wordpress.revanoid.com/wp-content/plugins/addons-for-visual-composer/includes/addons/tabs/css/style.css?ver=3.8.3	C:/Users/HP/Downloads/test/wordpress.revanoid.com/wp-content/plugins/addons-for-visual-composer/includes/addons/tabs/css/stylecd70.css	(from https://wordpress.revanoid.com/)
15:24:07	7021/7021	---M-Z	200	added ('OK')	text/css	etag:%221b6d-664af913-49780a0ca6e859d8;gz%22	https://wordpress.revanoid.com/wp-content/plugins/addons-for-visual-composer/includes/addons/team/css/style.css?ver=3.8.3	C:/Users/HP/Downloads/test/wordpress.revanoid.com/wp-content/plugins/addons-for-visual-composer/includes/addons/team/css/stylecd70.css	(from https://wordpress.revanoid.com/)
15:24:07	2090/2090	---M-Z	200	added ('OK')	text/css	etag:%2282a-664af913-69b22bb9f61b43d3;gz%22	https://wordpress.revanoid.com/wp-content/plugins/addons-for-visual-composer/includes/addons/testimonials/css/style.css?ver=3.8.3	C:/Users/HP/Downloads/test/wordpress.revanoid.com/wp-content/plugins/addons-for-visual-composer/includes/addons/testimonials/css/stylecd70.css	(from https://wordpress.revanoid.com/)
15:24:07	15963/15963	---M-Z	200	added ('OK')	text/css	etag:%223e5b-664af913-e2d4afb1f9f6264a;gz%22	https://wordpress.revanoid.com/wp-content/plugins/addons-for-visual-composer/assets/css/flexslider.css?ver=3.8.3	C:/Users/HP/Downloads/test/wordpress.revanoid.com/wp-content/plugins/addons-for-visual-composer/assets/css/flexslidercd70.css	(from https://wordpress.revanoid.com/)
15:24:07	1939/1939	---M-Z	200	added ('OK')	text/css	etag:%22793-664af913-6d411f3f31932bb2;gz%22	https://wordpress.revanoid.com/wp-content/plugins/addons-for-visual-composer/includes/addons/testimonials-slider/css/style.css?ver=3.8.3	C:/Users/HP/Downloads/test/wordpress.revanoid.com/wp-content/plugins/addons-for-visual-composer/includes/addons/testimonials-slider/css/stylecd70.css	(from https://wordpress.revanoid.com/)
15:24:07	10788/10788	---M-Z	200	added ('OK')	text/css	etag:%222a24-664af913-e2263e20e6ae4c98;gz%22	https://wordpress.revanoid.com/wp-content/plugins/addons-for-visual-composer/includes/addons/portfolio/css/style.css?ver=3.8.3	C:/Users/HP/Downloads/test/wordpress.revanoid.com/wp-content/plugins/addons-for-visual-composer/includes/addons/portfolio/css/stylecd70.css	(from https://wordpress.revanoid.com/)
15:24:08	776/776	---M-Z	200	added ('OK')	text/css	etag:%22308-66458af6-1ef0ca080cf97cc9;gz%22	https://wordpress.revanoid.com/wp-content/plugins/header-footer-elementor/assets/css/header-footer-elementor.css?ver=1.6.31	C:/Users/HP/Downloads/test/wordpress.revanoid.com/wp-content/plugins/header-footer-elementor/assets/css/header-footer-elementord2fa.css	(from https://wordpress.revanoid.com/)
15:24:08	118945/118945	---M-Z	200	added ('OK')	text/css	etag:%221d0a1-664339d2-ddf354c41dd3a75f;gz%22	https://wordpress.revanoid.com/wp-content/plugins/elementor/assets/css/frontend-lite.min.css?ver=3.21.5	C:/Users/HP/Downloads/test/wordpress.revanoid.com/wp-content/plugins/elementor/assets/css/frontend-lite.min63aa.css	(from https://wordpress.revanoid.com/)
15:24:08	16471/16471	---M-Z	200	added ('OK')	text/css	etag:%224057-664339d2-bd7dd969920b1b0;gz%22	https://wordpress.revanoid.com/wp-content/plugins/elementor/assets/lib/swiper/v8/css/swiper.min.css?ver=8.4.5	C:/Users/HP/Downloads/test/wordpress.revanoid.com/wp-content/plugins/elementor/assets/lib/swiper/v8/css/swiper.min94a4.css	(from https://wordpress.revanoid.com/)
15:24:08	1140/1140	---M-Z	200	added ('OK')	text/css	etag:%22474-664340c9-89097d653b222ff0;gz%22	https://wordpress.revanoid.com/wp-content/uploads/elementor/css/post-7.css?ver=1715683529	C:/Users/HP/Downloads/test/wordpress.revanoid.com/wp-content/uploads/elementor/css/post-71187.css	(from https://wordpress.revanoid.com/)
15:24:09	9475/9475	---M-Z	200	added ('OK')	text/css	etag:%222503-66434a9a-45ca5e0e8277ad1f;gz%22	https://wordpress.revanoid.com/wp-content/uploads/elementor/css/global.css?ver=1715686042	C:/Users/HP/Downloads/test/wordpress.revanoid.com/wp-content/uploads/elementor/css/global72e0.css	(from https://wordpress.revanoid.com/)
15:24:09	24796/24796	---M-Z	200	added ('OK')	text/css	etag:%2260dc-664b12f8-6c9dff024c05dc73;gz%22	https://wordpress.revanoid.com/wp-content/uploads/elementor/css/post-14.css?ver=1716196088	C:/Users/HP/Downloads/test/wordpress.revanoid.com/wp-content/uploads/elementor/css/post-145d06.css	(from https://wordpress.revanoid.com/)
15:24:09	2039/2039	---M-Z	200	added ('OK')	text/css	etag:%227f7-664af760-7ae713b9e820a417;gz%22	https://wordpress.revanoid.com/wp-content/plugins/woo-custom-add-to-cart-button/assets/css/wc-custom-add-to-cart.min.css?ver=1.2.4	C:/Users/HP/Downloads/test/wordpress.revanoid.com/wp-content/plugins/woo-custom-add-to-cart-button/assets/css/wc-custom-add-to-cart.min9030.css	(from https://wordpress.revanoid.com/)
15:24:09	8171/8171	---M-Z	200	added ('OK')	application/x-javascript	etag:%221feb-6642f64d-971143161f8a7416;gz%22	https://wordpress.revanoid.com/wp-includes/js/dist/vendor/wp-polyfill-inert.min.js?ver=3.1.2	C:/Users/HP/Downloads/test/wordpress.revanoid.com/wp-includes/js/dist/vendor/wp-polyfill-inert.min0226.js	(from https://wordpress.revanoid.com/)
15:24:10	6625/6625	---M-Z	200	added ('OK')	application/x-javascript	etag:%2219e1-6642f64d-5bb502f02f93a210;gz%22	https://wordpress.revanoid.com/wp-includes/js/dist/vendor/regenerator-runtime.min.js?ver=0.14.0	C:/Users/HP/Downloads/test/wordpress.revanoid.com/wp-includes/js/dist/vendor/regenerator-runtime.min6c85.js	(from https://wordpress.revanoid.com/)
15:24:10	38590/38590	---M-Z	200	added ('OK')	application/x-javascript	etag:%2296be-6642f64d-10a57cd6578cc036;gz%22	https://wordpress.revanoid.com/wp-includes/js/dist/vendor/wp-polyfill.min.js?ver=3.15.0	C:/Users/HP/Downloads/test/wordpress.revanoid.com/wp-includes/js/dist/vendor/wp-polyfill.min2c7c.js	(from https://wordpress.revanoid.com/)
15:24:10	4307/4307	---M-Z	200	added ('OK')	application/x-javascript	etag:%2210d3-6642f64d-857d19ce8fb9aa42;gz%22	https://wordpress.revanoid.com/wp-includes/js/dist/hooks.min.js?ver=2810c76e705dd1a53b18	C:/Users/HP/Downloads/test/wordpress.revanoid.com/wp-includes/js/dist/hooks.min2757.js	(from https://wordpress.revanoid.com/)
15:24:10	12788/12788	---MCZ	200	added ('OK')	application/javascript	etag:W/12827-1705538370375.7896	https://stats.wp.com/w.js?ver=202421	C:/Users/HP/Downloads/test/stats.wp.com/w7f4c.js	(from https://wordpress.revanoid.com/)
15:24:11	87553/87553	---M-Z	200	added ('OK')	application/x-javascript	etag:%2215601-6642f64d-8e5feb76c02b79a2;gz%22	https://wordpress.revanoid.com/wp-includes/js/jquery/jquery.min.js?ver=3.7.1	C:/Users/HP/Downloads/test/wordpress.revanoid.com/wp-includes/js/jquery/jquery.minf43b.js	(from https://wordpress.revanoid.com/)
15:24:11	13577/13577	---M-Z	200	added ('OK')	application/x-javascript	etag:%223509-6642f64d-5aeae945d530ec1c;gz%22	https://wordpress.revanoid.com/wp-includes/js/jquery/jquery-migrate.min.js?ver=3.4.1	C:/Users/HP/Downloads/test/wordpress.revanoid.com/wp-includes/js/jquery/jquery-migrate.min5589.js	(from https://wordpress.revanoid.com/)
15:24:11	9044/9044	---M-Z	200	added ('OK')	application/x-javascript	etag:%222354-664af913-519470bcdf1e0469;gz%22	https://wordpress.revanoid.com/wp-content/plugins/addons-for-visual-composer/assets/js/jquery.waypoints.min.js?ver=3.8.3	C:/Users/HP/Downloads/test/wordpress.revanoid.com/wp-content/plugins/addons-for-visual-composer/assets/js/jquery.waypoints.mincd70.js	(from https://wordpress.revanoid.com/)
15:24:11	3234/3234	---M-Z	200	added ('OK')	application/x-javascript	etag:%22ca2-664af913-3141431e721265ff;gz%22	https://wordpress.revanoid.com/wp-content/plugins/addons-for-visual-composer/assets/js/lvca-frontend.min.js?ver=3.8.3	C:/Users/HP/Downloads/test/wordpress.revanoid.com/wp-content/plugins/addons-for-visual-composer/assets/js/lvca-frontend.mincd70.js	(from https://wordpress.revanoid.com/)
15:24:12	9636/9636	---M-Z	200	added ('OK')	application/x-javascript	etag:%2225a4-66433a1b-fd9897bcbfc0b2fa;gz%22	https://wordpress.revanoid.com/wp-content/plugins/woocommerce/assets/js/jquery-blockui/jquery.blockUI.min.js?ver=2.7.0-wc.8.8.3	C:/Users/HP/Downloads/test/wordpress.revanoid.com/wp-content/plugins/woocommerce/assets/js/jquery-blockui/jquery.blockUI.mince95.js	(from https://wordpress.revanoid.com/)
15:24:12	3058/3058	---M-Z	200	added ('OK')	application/x-javascript	etag:%22bf2-66433a1b-7eb35c5db2ed2cc7;gz%22	https://wordpress.revanoid.com/wp-content/plugins/woocommerce/assets/js/frontend/add-to-cart.min.js?ver=8.8.3	C:/Users/HP/Downloads/test/wordpress.revanoid.com/wp-content/plugins/woocommerce/assets/js/frontend/add-to-cart.min27f0.js	(from https://wordpress.revanoid.com/)
15:24:12	1720/1720	---M-Z	200	added ('OK')	application/x-javascript	etag:%226b8-66433a1b-b2895231b87777b8;gz%22	https://wordpress.revanoid.com/wp-content/plugins/woocommerce/assets/js/js-cookie/js.cookie.min.js?ver=2.1.4-wc.8.8.3	C:/Users/HP/Downloads/test/wordpress.revanoid.com/wp-content/plugins/woocommerce/assets/js/js-cookie/js.cookie.mina39c.js	(from https://wordpress.revanoid.com/)
15:24:12	2139/2139	---M-Z	200	added ('OK')	application/x-javascript	etag:%2285b-66433a1b-7aaeb4c13e43b44f;gz%22	https://wordpress.revanoid.com/wp-content/plugins/woocommerce/assets/js/frontend/woocommerce.min.js?ver=8.8.3	C:/Users/HP/Downloads/test/wordpress.revanoid.com/wp-content/plugins/woocommerce/assets/js/frontend/woocommerce.min27f0.js	(from https://wordpress.revanoid.com/)
15:24:12	1586/1586	---M-Z	200	added ('OK')	application/x-javascript	etag:%22632-664af913-b3c708672588be13;gz%22	https://wordpress.revanoid.com/wp-content/plugins/addons-for-visual-composer/includes/addons/accordion/js/accordion.min.js?ver=3.8.3	C:/Users/HP/Downloads/test/wordpress.revanoid.com/wp-content/plugins/addons-for-visual-composer/includes/addons/accordion/js/accordion.mincd70.js	(from https://wordpress.revanoid.com/)
15:24:13	52879/52879	---M-Z	200	added ('OK')	application/x-javascript	etag:%22ce8f-664af913-97199b7a3c5b85d9;gz%22	https://wordpress.revanoid.com/wp-content/plugins/addons-for-visual-composer/assets/js/slick.min.js?ver=3.8.3	C:/Users/HP/Downloads/test/wordpress.revanoid.com/wp-content/plugins/addons-for-visual-composer/assets/js/slick.mincd70.js	(from https://wordpress.revanoid.com/)
15:24:13	20626/20626	---M-Z	200	added ('OK')	application/x-javascript	etag:%225092-664af913-d4ad74a78da82476;gz%22	https://wordpress.revanoid.com/wp-content/plugins/addons-for-visual-composer/assets/js/jquery.stats.min.js?ver=3.8.3	C:/Users/HP/Downloads/test/wordpress.revanoid.com/wp-content/plugins/addons-for-visual-composer/assets/js/jquery.stats.mincd70.js	(from https://wordpress.revanoid.com/)
15:24:13	359/359	---M-Z	200	added ('OK')	application/x-javascript	etag:%22167-664af913-c492545991e26b45;gz%22	https://wordpress.revanoid.com/wp-content/plugins/addons-for-visual-composer/includes/addons/odometers/js/odometer.min.js?ver=3.8.3	C:/Users/HP/Downloads/test/wordpress.revanoid.com/wp-content/plugins/addons-for-visual-composer/includes/addons/odometers/js/odometer.mincd70.js	(from https://wordpress.revanoid.com/)
15:24:13	462/462	---M-Z	200	added ('OK')	application/x-javascript	etag:%221ce-664af913-68f8c5c46dc2c11c;gz%22	https://wordpress.revanoid.com/wp-content/plugins/addons-for-visual-composer/includes/addons/piecharts/js/piechart.min.js?ver=3.8.3	C:/Users/HP/Downloads/test/wordpress.revanoid.com/wp-content/plugins/addons-for-visual-composer/includes/addons/piecharts/js/piechart.mincd70.js	(from https://wordpress.revanoid.com/)
15:24:14	986/986	---M-Z	200	added ('OK')	application/x-javascript	etag:%223da-664af913-c655c4bb53f94e99;gz%22	https://wordpress.revanoid.com/wp-content/plugins/addons-for-visual-composer/includes/addons/posts-carousel/js/posts-carousel.min.js?ver=3.8.3	C:/Users/HP/Downloads/test/wordpress.revanoid.com/wp-content/plugins/addons-for-visual-composer/includes/addons/posts-carousel/js/posts-carousel.mincd70.js	(from https://wordpress.revanoid.com/)
15:24:14	1008/1008	---M-Z	200	added ('OK')	application/x-javascript	etag:%223f0-664af913-488953a6e1e50646;gz%22	https://wordpress.revanoid.com/wp-content/plugins/addons-for-visual-composer/includes/addons/spacer/js/spacer.min.js?ver=3.8.3	C:/Users/HP/Downloads/test/wordpress.revanoid.com/wp-content/plugins/addons-for-visual-composer/includes/addons/spacer/js/spacer.mincd70.js	(from https://wordpress.revanoid.com/)
15:24:14	728/728	---M-Z	200	added ('OK')	application/x-javascript	etag:%222d8-664af913-4b19c4e492a2bd71;gz%22	https://wordpress.revanoid.com/wp-content/plugins/addons-for-visual-composer/includes/addons/services/js/services.min.js?ver=3.8.3	C:/Users/HP/Downloads/test/wordpress.revanoid.com/wp-content/plugins/addons-for-visual-composer/includes/addons/services/js/services.mincd70.js	(from https://wordpress.revanoid.com/)
15:24:14	327/327	---M-Z	200	added ('OK')	application/x-javascript	etag:%22147-664af913-fa6cdd6266daa685;gz%22	https://wordpress.revanoid.com/wp-content/plugins/addons-for-visual-composer/includes/addons/stats-bar/js/stats-bar.min.js?ver=3.8.3	C:/Users/HP/Downloads/test/wordpress.revanoid.com/wp-content/plugins/addons-for-visual-composer/includes/addons/stats-bar/js/stats-bar.mincd70.js	(from https://wordpress.revanoid.com/)
15:24:15	1484/1484	---M-Z	200	added ('OK')	application/x-javascript	etag:%225cc-664af913-90b3e4eaba2fdd26;gz%22	https://wordpress.revanoid.com/wp-content/plugins/addons-for-visual-composer/includes/addons/tabs/js/tabs.min.js?ver=3.8.3	C:/Users/HP/Downloads/test/wordpress.revanoid.com/wp-content/plugins/addons-for-visual-composer/includes/addons/tabs/js/tabs.mincd70.js	(from https://wordpress.revanoid.com/)
15:24:15	30831/30831	---M-Z	200	added ('OK')	application/x-javascript	etag:%22786f-664af913-effa4287bd4c72f9;gz%22	https://wordpress.revanoid.com/wp-content/plugins/addons-for-visual-composer/assets/js/jquery.flexslider.min.js?ver=3.8.3	C:/Users/HP/Downloads/test/wordpress.revanoid.com/wp-content/plugins/addons-for-visual-composer/assets/js/jquery.flexslider.mincd70.js	(from https://wordpress.revanoid.com/)
15:24:15	1051/1051	---M-Z	200	added ('OK')	application/x-javascript	etag:%2241b-664af913-c9fdd225dc0cd1d2;gz%22	https://wordpress.revanoid.com/wp-content/plugins/addons-for-visual-composer/includes/addons/testimonials-slider/js/testimonials.min.js?ver=3.8.3	C:/Users/HP/Downloads/test/wordpress.revanoid.com/wp-content/plugins/addons-for-visual-composer/includes/addons/testimonials-slider/js/testimonials.mincd70.js	(from https://wordpress.revanoid.com/)
15:24:15	48852/48852	---M-Z	200	added ('OK')	application/x-javascript	etag:%22bed4-664af913-8ada621fd45e7b10;gz%22	https://wordpress.revanoid.com/wp-content/plugins/addons-for-visual-composer/assets/js/isotope.pkgd.min.js?ver=3.8.3	C:/Users/HP/Downloads/test/wordpress.revanoid.com/wp-content/plugins/addons-for-visual-composer/assets/js/isotope.pkgd.mincd70.js	(from https://wordpress.revanoid.com/)
15:24:16	7346/7346	---M-Z	200	added ('OK')	application/x-javascript	etag:%221cb2-664af913-cfc456dd33a5881e;gz%22	https://wordpress.revanoid.com/wp-content/plugins/addons-for-visual-composer/assets/js/imagesloaded.pkgd.min.js?ver=3.8.3	C:/Users/HP/Downloads/test/wordpress.revanoid.com/wp-content/plugins/addons-for-visual-composer/assets/js/imagesloaded.pkgd.mincd70.js	(from https://wordpress.revanoid.com/)
15:24:16	2180/2180	---M-Z	200	added ('OK')	application/x-javascript	etag:%22884-664af913-35b73f65fd380046;gz%22	https://wordpress.revanoid.com/wp-content/plugins/addons-for-visual-composer/includes/addons/portfolio/js/portfolio.min.js?ver=3.8.3	C:/Users/HP/Downloads/test/wordpress.revanoid.com/wp-content/plugins/addons-for-visual-composer/includes/addons/portfolio/js/portfolio.mincd70.js	(from https://wordpress.revanoid.com/)
15:24:16	9706/9706	---MCZ	200	added ('OK')	application/javascript	etag:W/%2265717c6b-25ea%22	https://stats.wp.com/s-202421.js	C:/Users/HP/Downloads/test/stats.wp.com/s-202421.js	(from https://wordpress.revanoid.com/)
15:24:17	76970/76970	---MCZ	200	added ('OK')	application/json	date:Mon,%2020%20May%202024%2009:54:22%20GMT	https://wordpress.revanoid.com/wp-json/wp/v2/pages/14	C:/Users/HP/Downloads/test/wordpress.revanoid.com/wp-json/wp/v2/pages/14.json	(from https://wordpress.revanoid.com/)
15:24:17	1481488/1481488	---MCZ	200	added ('OK')	application/json	date:Mon,%2020%20May%202024%2009:54:22%20GMT	https://wordpress.revanoid.com/wp-json/	C:/Users/HP/Downloads/test/wordpress.revanoid.com/wp-json/index.html	(from https://wordpress.revanoid.com/)
15:24:17	846/846	---M-Z	200	added ('OK')	text/xml	date:Mon,%2020%20May%202024%2009:54:22%20GMT	https://wordpress.revanoid.com/xmlrpc.php?rsd	C:/Users/HP/Downloads/test/wordpress.revanoid.com/xmlrpc0db0.php	(from https://wordpress.revanoid.com/)
15:24:18	2033/2033	---M-Z	200	added ('OK')	application/json	date:Mon,%2020%20May%202024%2009:54:23%20GMT	https://wordpress.revanoid.com/wp-json/oembed/1.0/embed?url=https%3A%2F%2Fwordpress.revanoid.com%2F	C:/Users/HP/Downloads/test/wordpress.revanoid.com/wp-json/oembed/1.0/embed7e71.json	(from https://wordpress.revanoid.com/)
